700
6216	9177	9847
9768	5566	345
6289	8218	6721
3018	6766	870
2816	4737	1064
9772	7223	4122
7456	1367	1268
9464	3730	5832
9459	4948	9238
8097	2608	7290
6253	5806	5053
3745	5293	9572
3580	2637	7625
8974	3629	3170
1157	9263	5933
3831	8457	6342
7349	2633	2461
9824	6389	8801
1359	1084	8129
775	3877	1005
6601	6248	7957
4697	3863	1433
7533	8078	4541
5868	4516	9926
222	9466	5660
5404	5980	1413
8170	6947	2502
4282	350	6543
9730	9101	1341
6600	8367	7457
6391	3093	7872
4504	1067	8919
4389	7976	2807
9028	943	3033
4764	4957	4289
5207	838	5795
9946	8885	1613
950	7928	4366
933	6904	6759
7658	2330	9445
6822	8662	936
6545	6622	5667
8362	112	2279
6751	9750	4986
5175	2169	7043
6896	4628	753
5707	4413	1160
8627	2123	8834
8858	8452	7016
9112	3017	5533
5039	3821	3012
9904	2186	6170
4211	747	3993
2742	5999	5047
5401	7521	7949
6812	3825	9540
5172	3987	5720
4301	3465	2186
8430	9561	4182
5778	9541	9414
5687	1355	7288
4871	4417	5405
9088	8299	7101
6689	5009	9131
9551	3039	6655
2070	9963	7787
6009	169	2176
2667	1806	9960
5597	6417	6488
8126	9516	4730
9306	503	495
6533	3602	5340
3911	6767	3301
80	4751	8640
696	8379	5279
3266	76	5090
827	8260	873
3148	3629	761
2448	6894	5386
4608	1833	1995
8127	9807	6976
5093	6067	3620
2562	5875	1286
6793	7084	1069
6242	5067	3799
4475	4105	9472
1875	1615	1105
2420	3462	8094
5692	9202	6358
8618	7156	9708
8817	3757	6137
1926	5228	1344
8377	1885	8692
2340	4750	6390
2574	3649	5082
9197	5477	4535
3517	5410	9095
7887	2222	9396
465	6769	1955
1969	9131	821
3814	61	706
6810	839	2346
4121	4467	5767
12	5288	6714
1316	9270	7445
48	5909	1340
8171	830	4048
3844	5060	9304
5826	5925	4011
772	1475	5766
7206	4564	2837
4831	1299	6984
5562	7981	3660
9964	8641	4227
6904	2702	1513
9461	8736	4275
5423	2142	7070
3647	1158	7815
9026	9774	8899
9723	6734	7776
5146	6028	3254
2271	2737	6139
4800	1309	7208
4270	1821	3548
5287	1696	4100
4271	6737	1390
3053	3782	9851
5482	4806	5382
9351	9830	8693
2218	4588	4639
2335	2231	542
5027	7012	7676
2305	355	3787
3490	2203	7539
4451	3891	8236
5635	9535	157
6204	4800	1784
8416	6961	5629
8888	3413	7560
7064	5735	7317
1542	7547	3992
2140	1872	4775
24	3009	7608
3190	5374	3022
7079	1884	2152
5112	6021	6425
5284	3321	1412
4563	751	7724
8629	7753	4892
2816	9138	8878
562	5325	8629
6292	5876	5828
1929	6890	3455
4400	2138	3493
481	3053	5689
8970	7423	1720
3595	3611	7329
5916	7191	5287
8315	2536	5531
2849	1257	937
6086	8678	1654
7748	2404	4999
5993	997	4141
2274	7704	2187
1504	4400	2554
4513	9497	409
4712	6560	2146
837	3057	7237
4405	6871	8182
7315	4977	4902
5924	2616	7580
8138	9952	3670
7886	4651	3484
5899	6791	4911
856	2917	6345
9150	1672	2423
4780	7989	1513
4107	6512	8752
8544	5901	9362
8840	4238	7957
4888	7258	3415
1021	8565	9367
7659	1710	9306
9442	7144	2058
3386	2011	7430
9167	4664	2589
9831	2293	2532
3711	4908	618
3671	6845	9564
8862	6037	2418
7211	9908	9611
1786	8599	1367
4545	7450	1703
9362	3443	7698
5841	834	3482
5605	983	8610
2018	5940	508
4044	2432	8123
4412	5017	2550
6291	8715	6443
5986	3911	7229
2730	5804	439
8222	3189	8571
3387	5095	4502
6380	8014	2195
7172	9006	6396
7349	640	4554
1915	6903	232
5277	2770	3323
4594	4216	8767
3285	3697	2293
7010	6465	517
6458	6003	2838
2293	2039	4145
2434	7924	356
1899	5115	1210
5043	3660	300
1656	3554	4899
4001	9849	663
4780	33	4128
1998	7931	7672
1594	4121	668
2780	1487	4722
3693	2401	8126
7846	8923	1295
5010	5475	1328
887	8949	8697
8441	3035	1029
2182	3574	5166
96	3407	5242
1670	5864	4898
9455	6943	7682
7991	8030	3856
8438	7744	9702
5138	6560	3569
6093	3392	7450
1522	1914	8834
4164	5479	5342
9913	9193	1688
7557	816	996
2909	8143	334
8454	7829	6937
670	4200	5020
323	5140	7470
5335	726	9187
2184	8080	7394
6414	2799	5010
5579	5669	8697
5193	6816	9057
7105	1615	8042
8227	1958	4202
3017	4325	6445
4265	6994	9823
7209	5282	7296
5597	7318	4160
1657	9268	8880
3052	8873	9828
4440	7492	6993
3159	1236	4614
4261	1411	4551
8383	6101	9544
7796	8429	5288
8946	9991	9557
6474	5976	1260
9412	4983	9427
2983	1137	2169
8755	9156	4502
9371	8973	8803
8509	401	8458
5758	6531	6329
8266	421	9645
5601	5084	5849
2780	9910	4395
4586	5755	8762
5690	9625	7727
4426	880	8023
4069	7850	7106
4703	2256	7749
2608	5320	5145
7415	1571	2171
4098	5556	9643
1095	4663	2280
3206	2176	4460
3555	7533	7255
6593	4140	9023
6605	1469	704
8298	7827	6871
3345	9264	1876
1559	1609	1270
617	1029	967
2947	9174	8557
4395	3615	8118
4980	4593	170
2610	4560	8060
3769	9277	8834
193	6305	3795
8190	9276	2892
8987	6368	4566
2695	9211	3712
5329	4045	8756
3167	4387	8344
7127	8202	4637
7021	5883	2248
2560	4853	1363
9032	4509	8422
223	3869	1435
9373	3523	2745
6490	1961	7075
6725	2586	3587
7278	1923	9975
9110	239	5308
4329	1227	9589
4592	1048	8876
9546	6359	5520
1972	9552	3471
4758	5270	3712
8485	495	4706
6779	5320	5709
3192	2849	4432
2156	3709	4970
9988	1355	9812
9387	606	1883
4114	1724	1828
2985	4405	8338
4590	2056	4285
3221	9446	3916
8143	4176	4475
7581	7613	5186
4858	7162	5407
4926	7642	3576
5555	9166	7689
7661	918	3107
5658	951	8454
3469	3424	1766
7174	1638	1970
5075	4022	5164
1464	3995	564
2498	9998	6775
1712	3891	4776
5993	291	3947
8324	5444	7869
744	2155	7615
1687	6339	3077
1756	6189	185
2924	1281	9635
614	1347	2372
5443	9150	8672
5868	6862	9806
3477	8135	6127
593	4383	6074
972	1865	7533
1506	2478	7777
6771	6166	1999
4379	8331	5256
6411	4156	8566
2416	5962	8516
4003	429	6182
6713	1316	6887
3525	493	8475
2327	2696	4944
8614	9335	7171
6856	6892	7473
6135	9099	7801
4451	8066	4954
1359	3509	6574
6958	7985	1110
2227	5797	3402
6708	5913	4186
4781	8517	7401
4110	3865	7088
3077	7073	718
9425	6326	1576
9997	1061	1420
9460	4740	9029
657	7863	9275
992	329	6606
3966	5430	286
6318	1185	6049
9603	6883	5453
7108	8077	9529
8044	9841	2917
6995	9215	1465
8744	1989	9742
5960	8059	4312
6734	1197	8928
2182	3641	4157
1966	5022	1739
5809	5465	7884
7807	9813	9227
9923	2818	7187
3680	2428	4011
4522	5504	6669
5847	6573	5410
7405	5435	3381
4529	8570	8605
6376	4736	5700
6677	2048	3797
5523	6468	2005
1715	6320	66
9647	691	6430
3201	1586	7352
2658	799	9124
2363	3155	5795
9786	844	4789
6504	8898	4735
8330	9379	7942
1031	299	141
3305	3314	4982
7335	2647	5643
3269	4059	4422
501	2877	669
491	8948	7557
2682	3021	4312
5978	8180	685
5757	6910	8185
5825	8684	8976
1513	1842	1816
4197	3240	5492
8902	7234	8679
7673	5792	2486
107	4757	6052
9434	5133	2018
2155	7950	9948
8435	4200	4855
6794	196	2040
4665	96	3243
760	877	7009
7494	1617	4775
3468	3829	5480
9325	1456	176
1677	3864	8295
1947	5696	8752
8155	8435	8171
8710	2656	432
5392	7420	4432
2597	2142	1242
6304	9761	1162
4948	1518	78
9743	5117	636
296	4025	4821
9490	334	8261
2642	9510	927
7393	945	2626
1558	9324	2365
6715	7130	424
6079	5305	7772
5543	7372	6812
3453	4268	6972
9128	8131	6908
1266	1790	7307
8387	9466	1434
2017	2010	6912
7056	2997	9239
8108	2658	9113
1879	8935	6943
1551	771	1779
6173	6636	4238
5944	1681	4308
5497	5672	6940
4475	3252	5475
5860	5943	7461
